,0,1,2,3
0,294.0,715.0,0.0,2.0
1,208.0,796.0,0.0,2.0
2,266.0,869.0,0.0,2.0
3,14.0,271.0,0.0,2.0
4,16.0,358.0,0.0,2.0
5,20.0,321.0,0.0,2.0
6,26.0,520.0,0.0,2.0
7,500.0,938.0,0.0,2.0
8,992.0,1004.0,0.0,3.0
9,63.0,791.0,0.0,2.0
10,283.0,700.0,0.0,2.0
11,233.0,590.0,0.0,2.0
12,339.0,481.0,0.0,2.0
13,841.0,925.0,0.0,2.0
14,27.0,254.0,0.0,2.0
15,38.0,740.0,0.0,2.0
16,69.0,324.0,0.0,2.0
17,76.0,524.0,0.0,2.0
18,83.0,374.0,0.0,2.0
19,218.0,364.0,0.0,2.0
20,163.0,914.0,0.0,2.0
21,171.0,691.0,0.0,2.0
22,366.0,865.0,0.0,2.0
23,490.0,501.0,0.0,2.0
24,247.0,684.0,0.0,2.0
25,350.0,668.0,0.0,2.0
26,482.0,962.0,0.0,2.0
27,200.0,650.0,0.0,2.0
28,244.0,527.0,0.0,2.0
29,675.0,944.0,0.0,2.0
30,495.0,879.0,0.0,2.0
31,428.0,474.0,0.0,2.0
32,387.0,1016.0,0.0,3.0
33,818.0,859.0,0.0,2.0
34,440.0,479.0,0.0,2.0
35,751.0,758.0,0.0,2.0
36,498.0,952.0,0.0,2.0
37,414.0,993.0,1.0062329126869773e-05,2.0
38,345.0,400.0,1.0062329126869773e-05,2.0
39,201.0,353.0,1.0062329126869773e-05,2.0
40,49.0,934.0,2.0124658253739547e-05,2.0
41,567.0,798.0,3.018698738055381e-05,2.0
42,59.0,708.0,3.018698738060932e-05,2.0
43,342.0,933.0,3.018698738060932e-05,2.0
44,349.0,433.0,4.024931650742358e-05,2.0
45,143.0,991.0,5.0311645634293356e-05,2.0
46,15.0,1000.0,6.97138611608104e-05,3.0
47,0.0,530.0,7.04363038880329e-05,2.0
48,110.0,772.0,7.334097665278505e-05,2.0
49,231.0,264.0,7.334097665278505e-05,2.0
50,242.0,279.0,7.538335531637262e-05,2.0
51,80.0,382.0,7.538335531637262e-05,2.0
52,258.0,845.0,7.53833553164008e-05,2.0
53,563.0,648.0,7.86695785932569e-05,2.0
54,168.0,767.0,7.86695785932782e-05,2.0
55,86.0,186.0,8.049863301490268e-05,2.0
56,227.0,876.0,8.305212741550736e-05,2.0
57,395.0,639.0,8.305212741550736e-05,2.0
58,946.0,1024.0,8.388602099616606e-05,3.0
59,103.0,687.0,8.836803763441633e-05,2.0
60,89.0,672.0,9.056096214171694e-05,2.0
61,282.0,1023.0,9.083980475578636e-05,3.0
62,96.0,442.0,9.445986035025584e-05,2.0
63,451.0,897.0,9.445986035029132e-05,2.0
64,248.0,1038.0,9.876130331111068e-05,3.0
65,630.0,1041.0,9.876130331114273e-05,3.0
66,202.0,311.0,0.00010062329126858671,2.0
67,18.0,422.0,0.00010118755503684349,2.0
68,582.0,640.0,0.00010118755503684349,2.0
69,25.0,42.0,0.00010118755503685344,2.0
70,535.0,1043.0,0.0001054544137183373,3.0
71,867.0,1048.0,0.00010729870065086608,3.0
72,263.0,704.0,0.00010843282854465256,2.0
73,496.0,573.0,0.00011068562039545649,2.0
74,621.0,1050.0,0.00012352845201523495,3.0
75,745.0,927.0,0.00012410759499183687,2.0
76,78.0,449.0,0.00013081027864914052,2.0
77,881.0,982.0,0.0001466819533055701,2.0
78,95.0,514.0,0.0001466819533055976,2.0
79,130.0,328.0,0.00014962946698164522,2.0
80,115.0,494.0,0.00015076671063281498,2.0
81,957.0,966.0,0.00015093493690293558,2.0
82,485.0,1051.0,0.00015643843855163433,3.0
83,618.0,680.0,0.0001573391571865351,2.0
84,142.0,785.0,0.00015733915718656074,2.0
85,72.0,465.0,0.00016146784962066914,2.0
86,153.0,434.0,0.0001661042548310659,2.0
87,340.0,971.0,0.0001661042548310659,2.0
88,407.0,1040.0,0.00016817389422132142,3.0
89,939.0,999.0,0.00017105959515661961,2.0
90,829.0,857.0,0.0001712071301662147,2.0
91,540.0,1026.0,0.00017409040193736483,3.0
92,98.0,616.0,0.00017662889927184331,2.0
93,702.0,837.0,0.00017673607526883265,2.0
94,94.0,513.0,0.00017673607526885548,2.0
95,534.0,736.0,0.0001811219242834894,2.0
96,182.0,1046.0,0.00018174919984489038,4.0
97,666.0,1044.0,0.0001830218202311712,3.0
98,518.0,1076.0,0.00018398704956523512,3.0
99,593.0,943.0,0.00019118425341030365,2.0
100,399.0,533.0,0.00019118425341035916,2.0
101,178.0,744.0,0.00019514814845411401,2.0
102,273.0,438.0,0.0001951481484541449,2.0
103,411.0,455.0,0.00020124658253717342,2.0
104,997.0,1077.0,0.00020914158348243122,3.0
105,1013.0,1071.0,0.00021120504812182684,5.0
106,56.0,824.0,0.000213957555070721,2.0
107,37.0,722.0,0.00021686565708930913,2.0
108,65.0,119.0,0.0002179422756152516,2.0
109,486.0,548.0,0.00021886945280279795,2.0
110,1045.0,1082.0,0.0002208369877501902,5.0
111,221.0,847.0,0.00022137124079091297,2.0
112,419.0,454.0,0.00022367408698101586,2.0
113,28.0,173.0,0.00022367408698102938,2.0
114,1052.0,1085.0,0.00022647223628445822,4.0
115,132.0,257.0,0.00023233352194126951,2.0
116,557.0,1006.0,0.0002361611515921712,3.0
117,9.0,1070.0,0.0002378338020448782,4.0
118,586.0,1090.0,0.00023818902563276355,3.0
119,459.0,1059.0,0.0002418537327839444,3.0
120,93.0,1088.0,0.00024434389639307197,4.0
121,584.0,1056.0,0.00024559209811700453,3.0
122,615.0,646.0,0.00024821518998366376,2.0
123,726.0,1053.0,0.00024866490638884354,3.0
124,884.0,1037.0,0.00025964504524683685,3.0
125,40.0,703.0,0.0002651041129032718,2.0
126,1058.0,1061.0,0.0002663185418374605,6.0
127,673.0,1078.0,0.0002672364677830959,3.0
128,759.0,833.0,0.00027326194546737205,2.0
129,126.0,613.0,0.0002770563491340503,2.0
130,386.0,1086.0,0.0002904744215033553,3.0
131,940.0,1073.0,0.00029134424656436525,3.0
132,167.0,1116.0,0.00029579880865768867,4.0
133,574.0,575.0,0.00029664629187515574,2.0
134,460.0,1091.0,0.0002976334994608242,4.0
135,165.0,754.0,0.00029925893396326344,2.0
136,306.0,622.0,0.00030186987380581565,2.0
137,891.0,1047.0,0.000307902886793574,3.0
138,222.0,951.0,0.00031789987855495574,2.0
139,270.0,950.0,0.0003252984856338873,2.0
140,1064.0,1092.0,0.0003270398572165125,5.0
141,256.0,1074.0,0.00032858574932661584,4.0
142,113.0,504.0,0.0003328368634348515,2.0
143,734.0,1080.0,0.0003359722505910585,3.0
144,822.0,926.0,0.00034211919031323923,2.0
145,81.0,1123.0,0.0003541763263626047,4.0
146,228.0,836.0,0.00035959626113750794,2.0
147,724.0,783.0,0.00036421213410852885,2.0
148,467.0,760.0,0.00036945670140559907,2.0
149,68.0,1141.0,0.0003736649600119268,5.0
150,1067.0,1083.0,0.00037509073984530136,4.0
151,1039.0,1097.0,0.00037858523230966274,5.0
152,287.0,890.0,0.0003843486911433998,2.0
153,1087.0,1120.0,0.0003943611517560295,6.0
154,721.0,797.0,0.0004089968170053858,2.0
155,1042.0,1096.0,0.00041976192446991744,6.0
156,473.0,782.0,0.00042275222214079803,2.0
157,961.0,1021.0,0.00042343432613120975,3.0
158,303.0,647.0,0.00042881636277495693,2.0
159,608.0,1095.0,0.00042990214382497614,3.0
160,1062.0,1124.0,0.0004486647959155446,5.0
161,508.0,1054.0,0.00045351689235254716,3.0
162,989.0,1010.0,0.00046475907440538135,3.0
163,1063.0,1145.0,0.00047072908830394133,6.0
164,1012.0,1105.0,0.00047922891321348476,7.0
165,1049.0,1126.0,0.00048210981439844976,8.0
166,99.0,612.0,0.00048513563329781565,2.0
167,369.0,1112.0,0.000498334996367355,3.0
168,1101.0,1118.0,0.0005065586957111675,5.0
169,162.0,310.0,0.0005083343555496301,2.0
170,956.0,1098.0,0.00053133911495048,4.0
171,777.0,970.0,0.0005333034437235706,2.0
172,97.0,1075.0,0.0005380633654589618,3.0
173,296.0,1009.0,0.0005410158808864275,3.0
174,261.0,560.0,0.0005430394622494157,2.0
175,277.0,800.0,0.0005581758794924222,2.0
176,578.0,856.0,0.0005781352931257105,2.0
177,157.0,903.0,0.0005947953425831436,2.0
178,1079.0,1131.0,0.0005954773050963431,5.0
179,360.0,725.0,0.0006138020767384456,2.0
180,489.0,793.0,0.0006339267349921851,2.0
181,605.0,1150.0,0.0006348293812807362,5.0
182,633.0,953.0,0.0006405602161088296,2.0
183,887.0,924.0,0.0006405602161088422,2.0
184,403.0,707.0,0.0006480737327602467,2.0
185,1030.0,1104.0,0.000648961664540363,5.0
186,236.0,421.0,0.000651346163655535,2.0
187,298.0,402.0,0.0006580736078857665,2.0
188,846.0,922.0,0.0006680753584984077,2.0
189,643.0,1143.0,0.0006885836768893585,4.0
190,619.0,985.0,0.0006943007097533482,2.0
191,480.0,1072.0,0.0006983992124311358,3.0
192,315.0,995.0,0.0007546746845145114,2.0
193,770.0,955.0,0.0007581632593551366,2.0
194,330.0,549.0,0.0007619512220368301,2.0
195,237.0,1107.0,0.0007736873245000219,3.0
196,531.0,572.0,0.0007758520447200443,2.0
197,706.0,1156.0,0.0007771072385189753,3.0
198,1113.0,1151.0,0.0007955498924283933,7.0
199,509.0,1093.0,0.0007963449352898335,3.0
200,144.0,1081.0,0.0008075188917793606,3.0
201,226.0,416.0,0.0008150486592756745,2.0
202,598.0,913.0,0.0008351733175293585,2.0
203,139.0,453.0,0.0008368984098763055,2.0
204,101.0,187.0,0.0008375410970038012,2.0
205,625.0,1140.0,0.0008399403090720226,6.0
206,1102.0,1149.0,0.000847109346621279,7.0
207,674.0,1109.0,0.0008492217246215771,3.0
208,1142.0,1153.0,0.0008823832785078873,8.0
209,1084.0,1146.0,0.0008908749077195629,4.0
210,712.0,861.0,0.0008977768018897473,2.0
211,871.0,1164.0,0.0009169831006990677,8.0
212,1115.0,1160.0,0.0009419699104281845,7.0
213,456.0,972.0,0.0009521595259114318,2.0
214,111.0,390.0,0.0009768494774742731,2.0
215,356.0,1158.0,0.000981753685256315,3.0
216,1155.0,1172.0,0.0009908541645894373,9.0
217,319.0,864.0,0.001006232912686006,2.0
218,875.0,904.0,0.0010062329126860337,2.0
219,325.0,1028.0,0.0010143256785161408,3.0
220,151.0,211.0,0.0010263575709397177,2.0
221,774.0,787.0,0.0010389628759695708,2.0
222,359.0,363.0,0.0010565205391157445,2.0
223,71.0,116.0,0.0010590868919755363,2.0
224,779.0,1065.0,0.001071761045787966,4.0
225,84.0,834.0,0.0010787887834124528,2.0
226,372.0,397.0,0.0010787887834124638,2.0
227,476.0,1029.0,0.0010820317617728451,3.0
228,461.0,576.0,0.0010957777046185235,2.0
229,503.0,936.0,0.0010965856175301975,2.0
230,114.0,629.0,0.0011192786328389542,2.0
231,33.0,1137.0,0.001125572453970346,4.0
232,106.0,832.0,0.0011269808622083044,2.0
233,1128.0,1185.0,0.0011480339202629914,7.0
234,848.0,1199.0,0.0011482456930545656,4.0
235,1125.0,1134.0,0.0011625438119474646,6.0
236,367.0,1205.0,0.0011786452407181983,7.0
237,383.0,852.0,0.0012477288117306307,2.0
238,346.0,1117.0,0.0013141956369691291,5.0
239,710.0,1166.0,0.0013388129471095702,3.0
240,483.0,553.0,0.0013804519810895874,2.0
241,322.0,868.0,0.001380451981089589,2.0
242,1057.0,1136.0,0.0013889135013962631,4.0
243,172.0,326.0,0.0013905004676895518,2.0
244,1110.0,1178.0,0.0013965157010358408,10.0
245,895.0,1130.0,0.001403626519763327,4.0
246,368.0,462.0,0.0014809453061044265,2.0
247,690.0,870.0,0.001526342852064572,2.0
248,1168.0,1197.0,0.0015292974259496566,8.0
249,262.0,827.0,0.0015563954124103573,2.0
250,75.0,128.0,0.0015915069330643245,2.0
251,659.0,1132.0,0.0016832715783171956,5.0
252,564.0,888.0,0.001720658280693066,2.0
253,91.0,739.0,0.0017407829389467777,2.0
254,1135.0,1176.0,0.0017439663066571025,4.0
255,775.0,877.0,0.0017523517914861762,2.0
256,752.0,1139.0,0.0017784922837667042,3.0
257,391.0,720.0,0.0018528932712440931,2.0
258,141.0,181.0,0.0018542588115407202,2.0
259,57.0,773.0,0.0018642517699423407,2.0
260,1133.0,1157.0,0.0018914968568703426,5.0
261,17.0,1225.0,0.0018922719554962668,3.0
262,164.0,255.0,0.0019238529887347245,2.0
263,238.0,537.0,0.0019242247037981714,2.0
264,120.0,764.0,0.0019338004678429615,2.0
265,13.0,206.0,0.001962154179737663,2.0
266,546.0,1173.0,0.001976803817400411,4.0
267,607.0,1127.0,0.001977915916517419,4.0
268,902.0,977.0,0.0019923411671181057,2.0
269,655.0,1212.0,0.0019978158843071336,8.0
270,44.0,1182.0,0.002014246812005507,3.0
271,404.0,1177.0,0.0020546060721284365,3.0
272,663.0,1147.0,0.002100996668646981,3.0
273,423.0,1188.0,0.002115069706069994,3.0
274,249.0,917.0,0.002118078423576527,2.0
275,912.0,1069.0,0.0021241933655306174,3.0
276,475.0,1068.0,0.0022633913214171507,3.0
277,336.0,1159.0,0.0023086559092384573,4.0
278,1099.0,1226.0,0.0023104510281861845,4.0
279,357.0,784.0,0.0023243980283046417,2.0
280,412.0,1196.0,0.002405493904148902,3.0
281,544.0,1235.0,0.0024064169569949947,7.0
282,313.0,1236.0,0.0024408870725335175,8.0
283,623.0,976.0,0.002459503694669021,2.0
284,1055.0,1129.0,0.002480921367169548,4.0
285,112.0,1171.0,0.0024933840339997826,3.0
286,334.0,1170.0,0.0025043298190718204,5.0
287,344.0,1179.0,0.0025155084902190876,3.0
288,418.0,942.0,0.002525644610841843,2.0
289,355.0,1169.0,0.00253002465456381,3.0
290,229.0,452.0,0.002595186112899109,2.0
291,197.0,657.0,0.0025970971803561337,2.0
292,1161.0,1227.0,0.0026080526704014054,6.0
293,1210.0,1215.0,0.0026524326153492804,5.0
294,676.0,1202.0,0.0026549362125407082,3.0
295,799.0,1190.0,0.002676056076571823,3.0
296,409.0,609.0,0.0026976825652842724,2.0
297,265.0,343.0,0.0027379174992585983,2.0
298,90.0,874.0,0.0027609039621791474,2.0
299,638.0,1193.0,0.0027790501266802487,3.0
300,354.0,892.0,0.0028008564437948316,2.0
301,138.0,1060.0,0.0028225924007228634,3.0
302,906.0,1240.0,0.002832857566644797,3.0
303,1192.0,1209.0,0.002839972807600409,6.0
304,241.0,415.0,0.0029618906122088544,2.0
305,949.0,1194.0,0.002981778892010792,3.0
306,180.0,1220.0,0.0030139881001879083,3.0
307,184.0,1186.0,0.0030177489403115402,3.0
308,290.0,1184.0,0.003044477288745447,3.0
309,289.0,552.0,0.0030488857254385437,2.0
310,239.0,1275.0,0.0030604068547733297,4.0
311,389.0,1239.0,0.003159553984334502,4.0
312,147.0,667.0,0.0031905855062513166,2.0
313,886.0,1219.0,0.0032621195235612694,4.0
314,274.0,636.0,0.003391004915751804,2.0
315,683.0,929.0,0.0034010672448786528,2.0
316,108.0,610.0,0.0034242757820616572,2.0
317,331.0,1183.0,0.0034286245208745227,3.0
318,408.0,536.0,0.0035024440408566505,2.0
319,52.0,55.0,0.0035304885492639924,2.0
320,317.0,990.0,0.0035851345633348664,2.0
321,908.0,1258.0,0.003633109902273379,3.0
322,154.0,626.0,0.003648569024215039,2.0
323,729.0,880.0,0.0036691662229608344,2.0
324,1191.0,1249.0,0.0037258387588308167,5.0
325,677.0,937.0,0.003813622739079925,2.0
326,351.0,393.0,0.003830882353420766,2.0
327,203.0,260.0,0.004007441782565823,2.0
328,444.0,1250.0,0.004161496464825548,3.0
329,1180.0,1261.0,0.004180314274000644,5.0
330,538.0,1294.0,0.004239011155934664,4.0
331,477.0,854.0,0.004459979101024363,2.0
332,66.0,286.0,0.004467674132325822,2.0
333,1204.0,1248.0,0.004501308502339684,10.0
334,159.0,855.0,0.004669485869993181,2.0
335,47.0,1257.0,0.004705872549169944,3.0
336,230.0,308.0,0.004709730356692032,2.0
337,1.0,1216.0,0.004711231665777719,10.0
338,1163.0,1234.0,0.0047509629546976075,10.0
339,216.0,1247.0,0.004816149930337289,3.0
340,1187.0,1242.0,0.004833199556054748,6.0
341,85.0,1007.0,0.004914827211836845,3.0
342,642.0,1311.0,0.004915178928930588,5.0
343,614.0,1162.0,0.0049262100392106125,4.0
344,185.0,1263.0,0.004939668058124515,3.0
345,631.0,1267.0,0.0049930146289945635,5.0
346,150.0,894.0,0.005089778269974933,2.0
347,284.0,682.0,0.005121725525571719,2.0
348,1114.0,1271.0,0.005155991479025493,7.0
349,909.0,967.0,0.005182099500332882,2.0
350,10.0,117.0,0.005182099500332882,2.0
351,828.0,1036.0,0.005193682656480087,3.0
352,43.0,183.0,0.005303345050515242,2.0
353,1011.0,1213.0,0.005356747406713815,4.0
354,373.0,808.0,0.005363221424616316,2.0
355,348.0,591.0,0.005508407206526926,2.0
356,806.0,1264.0,0.005672542277285753,3.0
357,427.0,1288.0,0.0056783492268360145,3.0
358,1254.0,1260.0,0.0056957384732336845,9.0
359,588.0,711.0,0.005816026235325067,2.0
360,215.0,1274.0,0.005856565135527922,3.0
361,253.0,765.0,0.006059264394457009,2.0
362,219.0,1238.0,0.006124139398365321,6.0
363,488.0,1189.0,0.006220955943236257,5.0
364,1165.0,1284.0,0.006346768463972371,12.0
365,437.0,900.0,0.00641011533266378,2.0
366,145.0,516.0,0.006524030588728947,2.0
367,155.0,269.0,0.0066044848398028235,2.0
368,1217.0,1228.0,0.006613159118719238,4.0
369,1270.0,1308.0,0.006693056376025048,6.0
370,499.0,1229.0,0.006755314735410308,3.0
371,741.0,963.0,0.006772337161079274,2.0
372,30.0,502.0,0.00683552679647214,2.0
373,312.0,627.0,0.006922882439279632,2.0
374,136.0,209.0,0.0069926970014412265,2.0
375,466.0,669.0,0.007070103002092873,2.0
376,79.0,189.0,0.007073481934722309,2.0
377,587.0,851.0,0.007140925555649881,2.0
378,314.0,918.0,0.0071476148631982855,2.0
379,87.0,511.0,0.007183336313724778,2.0
380,50.0,911.0,0.0071862300863245795,2.0
381,278.0,1305.0,0.007235035052503552,4.0
382,695.0,975.0,0.0072684279859248635,2.0
383,898.0,964.0,0.0072835612960485,2.0
384,11.0,425.0,0.007288531466637035,2.0
385,140.0,941.0,0.0072914806923009105,2.0
386,526.0,761.0,0.007314917533142089,2.0
387,100.0,570.0,0.007353727764335001,2.0
388,632.0,733.0,0.007366063533756171,2.0
389,82.0,804.0,0.007383514728172923,2.0
390,291.0,821.0,0.007417359756129192,2.0
391,1089.0,1273.0,0.007422815671695574,5.0
392,628.0,762.0,0.007423560924265099,2.0
393,730.0,860.0,0.007444416012655783,2.0
394,850.0,1246.0,0.007476929253378758,3.0
395,169.0,853.0,0.007549035694088014,2.0
396,406.0,604.0,0.0075929066800749095,2.0
397,280.0,365.0,0.007611785396841366,2.0
398,825.0,866.0,0.007759137272393753,2.0
399,589.0,986.0,0.007764732112930447,2.0
400,398.0,994.0,0.007773925742608746,2.0
401,585.0,769.0,0.00786042127973775,2.0
402,547.0,954.0,0.007938369009223659,2.0
403,492.0,844.0,0.00797975769421701,2.0
404,29.0,905.0,0.008016955143925787,2.0
405,2.0,1262.0,0.008046578745689524,3.0
406,212.0,417.0,0.008218963262025404,2.0
407,541.0,606.0,0.00822610138520787,2.0
408,617.0,1252.0,0.008245182377464638,3.0
409,450.0,1344.0,0.00829027751317666,4.0
410,272.0,1354.0,0.00835465240074716,3.0
411,515.0,1265.0,0.008388942064530835,3.0
412,432.0,1034.0,0.008391506444657268,3.0
413,945.0,1243.0,0.008393688066089798,3.0
414,431.0,1304.0,0.008394028837341779,3.0
415,191.0,1230.0,0.0083948155620165,3.0
416,810.0,1106.0,0.008419130941946377,3.0
417,795.0,1298.0,0.008439943671298389,3.0
418,1299.0,1306.0,0.008494404099154656,6.0
419,649.0,1318.0,0.008536298538102796,3.0
420,468.0,1027.0,0.008539947992198793,3.0
421,579.0,1103.0,0.008561303279336185,3.0
422,190.0,1316.0,0.008572592666132393,3.0
423,599.0,1019.0,0.00868316091075952,3.0
424,305.0,1300.0,0.008691185917904543,3.0
425,377.0,611.0,0.008693852365606991,2.0
426,826.0,973.0,0.008720797056183085,2.0
427,392.0,1289.0,0.008793630781279222,4.0
428,394.0,1327.0,0.008862186124422819,3.0
429,1244.0,1278.0,0.008865614924098947,14.0
430,204.0,1302.0,0.008873437492879206,4.0
431,478.0,592.0,0.008884340024601914,2.0
432,338.0,698.0,0.008885661575742092,2.0
433,64.0,267.0,0.008905161277271062,2.0
434,447.0,1328.0,0.00892169982841955,4.0
435,123.0,1237.0,0.008923229580957124,3.0
436,34.0,1285.0,0.008967730750249155,4.0
437,92.0,235.0,0.008974415535653523,2.0
438,380.0,1371.0,0.009055354593731923,3.0
439,316.0,801.0,0.009065405727443868,2.0
440,320.0,1287.0,0.009067126710339242,4.0
441,6.0,1393.0,0.009113761468983097,3.0
442,436.0,969.0,0.009116470188935119,2.0
443,137.0,1320.0,0.009153149065267803,3.0
444,802.0,1307.0,0.009164841315418481,4.0
445,979.0,1321.0,0.009182957220245466,4.0
446,232.0,948.0,0.009238360759951015,2.0
447,788.0,1365.0,0.00928387335453333,3.0
448,510.0,1341.0,0.00928959171751702,4.0
449,67.0,1323.0,0.009346536236842968,3.0
450,965.0,1292.0,0.009399472650414829,7.0
451,577.0,1387.0,0.009528679086856149,3.0
452,532.0,768.0,0.009558003781234139,2.0
453,709.0,1334.0,0.009592455438512806,3.0
454,1293.0,1295.0,0.00963239435510743,8.0
455,413.0,753.0,0.009674096153110549,2.0
456,161.0,1211.0,0.009711332157605841,9.0
457,347.0,1333.0,0.009757291439225643,11.0
458,213.0,1301.0,0.009800523673672523,4.0
459,723.0,1272.0,0.009893622748376749,4.0
460,424.0,1352.0,0.010035242647980438,3.0
461,1206.0,1324.0,0.010038690693692015,12.0
462,176.0,1022.0,0.01006030252843215,3.0
463,166.0,441.0,0.010060638819092454,2.0
464,493.0,766.0,0.010102839643030102,2.0
465,220.0,899.0,0.010213522432762297,2.0
466,1315.0,1432.0,0.010289330130076178,4.0
467,813.0,1380.0,0.010342833575095202,3.0
468,1309.0,1310.0,0.010372519876916404,6.0
469,53.0,1384.0,0.010445388706435767,3.0
470,430.0,1409.0,0.010466115526772263,5.0
471,70.0,446.0,0.010577608003110075,2.0
472,410.0,1108.0,0.010619827677447988,3.0
473,193.0,882.0,0.010708536223125347,2.0
474,179.0,1015.0,0.010752971177005195,3.0
475,550.0,1335.0,0.010788515232746017,4.0
476,1269.0,1322.0,0.010919867273441424,10.0
477,295.0,1325.0,0.011194884204739502,3.0
478,1195.0,1312.0,0.011232973365766227,5.0
479,104.0,816.0,0.011469160934240495,2.0
480,839.0,1382.0,0.01148608396302644,3.0
481,1207.0,1319.0,0.011643135439435324,5.0
482,332.0,1232.0,0.011666659150356477,3.0
483,361.0,405.0,0.011802876969039986,2.0
484,525.0,763.0,0.011877103740462289,2.0
485,152.0,1279.0,0.011884044180901887,3.0
486,124.0,199.0,0.011935251936413165,2.0
487,1138.0,1343.0,0.011974650781167112,6.0
488,62.0,148.0,0.012086285974814644,2.0
489,458.0,555.0,0.012211545135131245,2.0
490,39.0,302.0,0.012229613436601207,2.0
491,803.0,1378.0,0.012519426316097997,3.0
492,19.0,484.0,0.012547724421194367,2.0
493,1222.0,1251.0,0.01262832806504818,7.0
494,988.0,1419.0,0.012782002559562924,4.0
495,930.0,1401.0,0.012915858990506932,3.0
496,385.0,1370.0,0.01304978767570209,4.0
497,1281.0,1388.0,0.013056216453009905,9.0
498,1223.0,1443.0,0.013071471614020579,5.0
499,1396.0,1411.0,0.013145868130564582,5.0
500,1340.0,1412.0,0.013191653033332612,9.0
501,1017.0,1111.0,0.013392272082665628,4.0
502,1008.0,1266.0,0.013394413460278367,7.0
503,1259.0,1449.0,0.013510383956629632,5.0
504,304.0,747.0,0.013532332138683042,2.0
505,1329.0,1355.0,0.013829699302109066,7.0
